0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Title_t, "untitled"
1, 0, Text_t, "\012"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 4, "major"
1, 0, Tempo, 1090909
1, 0, Marker_t, "Transcribed by Edward Grant"
1, 130560, Tempo, 2400000
1, 130560, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "1st"
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 67, 127
2, 0, Control_c, 0, 64, 127
2, 25, Note_on_c, 0, 56, 96
2, 25, Note_on_c, 0, 49, 103
2, 25, Note_on_c, 0, 37, 103
2, 194, Note_on_c, 0, 56, 0
2, 194, Note_on_c, 0, 61, 96
2, 353, Note_on_c, 0, 61, 0
2, 353, Note_on_c, 0, 64, 96
2, 514, Note_on_c, 0, 64, 0
2, 514, Note_on_c, 0, 56, 96
2, 674, Note_on_c, 0, 56, 0
2, 674, Note_on_c, 0, 61, 96
2, 833, Note_on_c, 0, 61, 0
2, 833, Note_on_c, 0, 64, 96
2, 994, Note_on_c, 0, 64, 0
2, 994, Note_on_c, 0, 56, 96
2, 1153, Note_on_c, 0, 56, 0
2, 1153, Note_on_c, 0, 61, 96
2, 1313, Note_on_c, 0, 61, 0
2, 1313, Note_on_c, 0, 64, 96
2, 1474, Note_on_c, 0, 64, 0
2, 1474, Note_on_c, 0, 56, 96
2, 1633, Note_on_c, 0, 56, 0
2, 1633, Note_on_c, 0, 61, 96
2, 1793, Note_on_c, 0, 61, 0
2, 1793, Note_on_c, 0, 64, 96
2, 1915, Control_c, 0, 64, 0
2, 1920, Control_c, 0, 64, 127
2, 1954, Note_on_c, 0, 64, 0
2, 1954, Note_on_c, 0, 37, 0
2, 1954, Note_on_c, 0, 49, 0
2, 1954, Note_on_c, 0, 56, 96
2, 1954, Note_on_c, 0, 47, 103
2, 1954, Note_on_c, 0, 35, 103
2, 2113, Note_on_c, 0, 56, 0
2, 2113, Note_on_c, 0, 61, 96
2, 2274, Note_on_c, 0, 61, 0
2, 2274, Note_on_c, 0, 64, 96
2, 2434, Note_on_c, 0, 64, 0
2, 2434, Note_on_c, 0, 56, 96
2, 2593, Note_on_c, 0, 56, 0
2, 2593, Note_on_c, 0, 61, 96
2, 2754, Note_on_c, 0, 61, 0
2, 2754, Note_on_c, 0, 64, 96
2, 2914, Note_on_c, 0, 64, 0
2, 2914, Note_on_c, 0, 56, 96
2, 3073, Note_on_c, 0, 56, 0
2, 3073, Note_on_c, 0, 61, 96
2, 3234, Note_on_c, 0, 61, 0
2, 3234, Note_on_c, 0, 64, 96
2, 3393, Note_on_c, 0, 64, 0
2, 3393, Note_on_c, 0, 56, 96
2, 3553, Note_on_c, 0, 56, 0
2, 3553, Note_on_c, 0, 61, 96
2, 3714, Note_on_c, 0, 61, 0
2, 3714, Note_on_c, 0, 64, 96
2, 3835, Control_c, 0, 64, 0
2, 3840, Control_c, 0, 64, 127
2, 3873, Note_on_c, 0, 64, 0
2, 3873, Note_on_c, 0, 35, 0
2, 3873, Note_on_c, 0, 47, 0
2, 3873, Note_on_c, 0, 57, 96
2, 3874, Note_on_c, 0, 45, 103
2, 3874, Note_on_c, 0, 33, 103
2, 4033, Note_on_c, 0, 57, 0
2, 4033, Note_on_c, 0, 61, 96
2, 4194, Note_on_c, 0, 61, 0
2, 4194, Note_on_c, 0, 64, 96
2, 4353, Note_on_c, 0, 64, 0
2, 4353, Note_on_c, 0, 57, 96
2, 4513, Note_on_c, 0, 57, 0
2, 4513, Note_on_c, 0, 61, 96
2, 4674, Note_on_c, 0, 61, 0
2, 4674, Note_on_c, 0, 64, 96
2, 4795, Control_c, 0, 64, 0
2, 4800, Control_c, 0, 64, 127
2, 4833, Note_on_c, 0, 64, 0
2, 4833, Note_on_c, 0, 33, 0
2, 4833, Note_on_c, 0, 45, 0
2, 4833, Note_on_c, 0, 57, 96
2, 4834, Note_on_c, 0, 42, 103
2, 4834, Note_on_c, 0, 30, 103
2, 4994, Note_on_c, 0, 57, 0
2, 4994, Note_on_c, 0, 62, 96
2, 5154, Note_on_c, 0, 62, 0
2, 5154, Note_on_c, 0, 66, 96
2, 5313, Note_on_c, 0, 66, 0
2, 5313, Note_on_c, 0, 57, 96
2, 5474, Note_on_c, 0, 57, 0
2, 5474, Note_on_c, 0, 62, 96
2, 5634, Note_on_c, 0, 62, 0
2, 5634, Note_on_c, 0, 66, 96
2, 5755, Control_c, 0, 64, 0
2, 5760, Control_c, 0, 64, 127
2, 5793, Note_on_c, 0, 66, 0
2, 5793, Note_on_c, 0, 30, 0
2, 5793, Note_on_c, 0, 42, 0
2, 5793, Note_on_c, 0, 56, 96
2, 5794, Note_on_c, 0, 44, 103
2, 5794, Note_on_c, 0, 32, 103
2, 5954, Note_on_c, 0, 56, 0
2, 5954, Note_on_c, 0, 60, 96
2, 6113, Note_on_c, 0, 60, 0
2, 6113, Note_on_c, 0, 66, 96
2, 6273, Note_on_c, 0, 66, 0
2, 6273, Note_on_c, 0, 56, 96
2, 6434, Note_on_c, 0, 56, 0
2, 6434, Note_on_c, 0, 61, 96
2, 6593, Note_on_c, 0, 61, 0
2, 6593, Note_on_c, 0, 64, 96
2, 6715, Control_c, 0, 64, 0
2, 6720, Control_c, 0, 64, 127
2, 6753, Note_on_c, 0, 64, 0
2, 6753, Note_on_c, 0, 32, 0
2, 6753, Note_on_c, 0, 44, 0
2, 6753, Note_on_c, 0, 56, 96
2, 6753, Note_on_c, 0, 44, 103
2, 6754, Note_on_c, 0, 32, 103
2, 6914, Note_on_c, 0, 56, 0
2, 6914, Note_on_c, 0, 61, 96
2, 7073, Note_on_c, 0, 61, 0
2, 7073, Note_on_c, 0, 63, 96
2, 7233, Note_on_c, 0, 63, 0
2, 7233, Note_on_c, 0, 54, 96
2, 7394, Note_on_c, 0, 54, 0
